Date,Close,ema_5,ema_9,ema_20,ema_50,ema_100,ema_200,price_vs_ema9,price_vs_ema20,price_vs_ema50,price_vs_ema200,ema9_vs_21,ema20_vs_50,ema50_vs_200,hh_10,ll_10,adx,plus_di,minus_di,di_diff,rsi_7,rsi_14,rsi_21,macd,macd_signal,macd_hist,macd_cross,roc_5,roc_10,roc_20,roc_60,stoch_k_14,stoch_d_14,stoch_k_21,stoch_d_21,williams_r,cci,atr_7,atr_pct_7,atr_14,atr_pct_14,atr_21,atr_pct_21,hv_10,hv_20,hv_60,bb_upper_20,bb_lower_20,bb_width_20,bb_pct_20,bb_position_20,kc_upper,kc_lower,kc_pct,vol_regime,volume_ratio_5,volume_ratio_10,volume_ratio_20,obv,obv_trend,vwap_dev,vpt,force_index,ad,body_size,upper_wick,lower_wick,is_bullish,gap_pct,gap_up,gap_down,inside_bar,outside_bar,doji,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,dist_from_high_20,dist_from_low_20,dist_from_high_52,dist_from_low_52,day_of_week,week_of_year,month,quarter,year,is_monday,is_friday,is_month_start,is_month_end,results_season,iv_proxy_5d,iv_proxy_10d,iv_proxy_20d,iv_percentile,iv_regime,vol_of_vol,iv_zscore,trend_regime,momentum_regime,regime_score
2014-02-07,386.8042297363281,380.4662548485038,378.8303880506757,378.981832025506,380.4559925961331,381.201542533754,381.61310936195497,2.104857988474196,2.06405612348608,1.6685864498745984,1.360309760598244,-0.03996074799176297,-0.3874720333796988,-0.30321724737299993,1,0,63.131772210350626,22.222295583189027,52.16859421179184,-29.946298628602815,75.2335786462622,55.471104177250595,51.03014406383735,-0.8297584778777605,-1.9527875473217036,1.123029069443943,0,2.06788349599627,4.114659516718033,0.530117313152223,,89.38051535268208,68.0946436792616,80.10590507740098,60.63007986792732,-10.619484647317913,75.52126566256554,8.400931125248373,2.1718819183996554,8.557348444985848,2.212320286884948,8.095228550578238,2.0928490249696834,20.10335195771997,17.210964373144733,,393.1191331603119,364.95783827523496,7.429666365342509,0.5515189589289704,0,396.0965289154777,361.8671351355343,0.4570573327188549,2.0,1.6680527876724152,1.3677391130925958,0.9808693565986071,-355554.0,-30.07042245210797,1.4864401830886975,-5170.7821512053715,496625.5029296875,-559098.457364911,0.9017068376330093,0.8064981469651477,0.6048753194133404,1,0.6255792160509461,1,0,0,0,0,1.5329269442498905,3.5164540251504395,2.9838903041440323,2.06788349599627,4.114659516718033,0.530117313152223,-1.6432665878821158,7.212568925178658,,,4,6,2,1,2014,0,1,0,0,1,21.557015455801206,20.10335195771997,17.210964373144733,,normal,,,1,0.0,1.0
2014-02-10,390.8405151367188,383.9243686628305,381.2361361828058,380.1768237626421,381.04914513368,381.6352288356258,381.97783338068143,2.5192729760820987,2.804929366429354,2.569581936630194,2.3202083947119423,0.27863676951151994,-0.2289262112717516,-0.24312621462405648,1,0,60.08034786017692,26.735045495646574,55.04496594724745,-28.309920451600874,77.97773203832264,62.750795676842245,54.27103015450518,0.12306054974197878,-1.5369744883657932,1.660035038107772,0,2.7197708815602795,6.95021907694735,1.2852415693118235,,88.83247676326856,83.58125692438192,88.83247676326856,77.02218624985066,-11.167523236731437,125.5604011197526,7.775218904941369,1.989358473294802,8.374846153226713,2.142778404203344,8.03797096691365,2.056585910522073,16.671836153170965,17.56492214486916,,394.03341348447697,364.5395082684527,7.776155560066381,0.7834875833246101,0,396.9265160690955,363.42713145618865,0.6366499860996349,2.0,2.1321117559209224,1.9693872730422184,1.5851239522772007,-230492.0,-52.55227202222237,2.6069645880835672,-3865.765592602185,504785.92474365945,-571604.4665354401,0.5745869842023641,0.9723743417644691,0.22099447513811904,1,0.46622979311863,0,0,0,0,0,1.043495673028727,2.5924186436125707,4.5966437437756635,2.7197708815602795,6.95021907694735,1.2852415693118235,-0.9575612397136505,8.331327442855839,,,0,7,2,1,2014,1,0,0,0,1,22.004386859180684,16.671836153170965,17.56492214486916,,normal,,,1,1.0,2.0
2014-02-11,387.0189208984375,384.95589145418893,382.39412664869496,380.8625047405678,381.3841347851909,381.87150525273574,382.17136440937594,1.20943129808877,1.616440600279967,1.477456873349059,1.268424832549453,0.40214562711298196,-0.13677287465482246,-0.20598864737070288,0,0,57.01395743056146,26.20715873711748,53.45542799308786,-27.248269255970378,63.71623904962427,61.11569929861495,50.7705718313806,0.587899465186922,-1.111472952266936,1.699372417453858,0,3.041050307546822,4.124310368680528,-0.4143357467058295,,77.5382467390598,85.25041295167016,77.5382467390598,82.15887619324312,-22.461753260940203,101.61456573696978,7.8518977376128545,2.028814952867219,8.543539388283332,2.2075249883003396,8.16985861068226,2.1109713684582916,17.460382154945844,17.768223184010793,,393.7543828642167,364.65751593949426,7.673104013958289,0.537031805987582,0,397.94958351713444,363.7754259640011,0.36029658658287916,2.0,0.5421863634240258,0.5351032895235147,0.4234725058214765,-262990.0,-43.86809225789901,1.6630410276015695,-4183.5273515442495,-124194.16955566591,-589771.4723942679,1.4649638389891788,0.4482317187298147,0.5411623637226944,0,0.49441822655925394,0,0,0,0,0,-0.9777886606623931,0.055503830000969145,1.5892816074160265,3.041050307546822,4.124310368680528,-0.4143357467058295,-1.9259869751552219,7.272076007174552,,,1,7,2,1,2014,0,0,0,0,1,20.438084328328685,17.460382154945844,17.768223184010793,,normal,,,1,0.0,1.0
2014-02-12,388.9297180175781,386.28050491397545,383.70254071299814,381.6669570631145,381.8005135197374,382.1739866808683,382.4236474844993,1.3622993725469712,1.9029053524438622,1.8672590123355537,1.7012730713370727,0.5333402884931893,-0.03498069067316978,-0.16294336630612305,0,0,54.78325150160403,25.906731810216936,56.53220193931404,-30.625470129097106,64.18774059998731,63.145348029846076,50.205873831887054,1.0838913691524112,-0.6719648202116565,1.7558561893640676,0,4.085276682795613,4.301004516522866,-0.15433070816790462,,83.1853617511641,83.18536175116414,83.1853617511641,83.18536175116415,-16.8146382488359,105.09835272012431,7.720006662556784,1.984936173534538,8.287430284508462,2.130829787641453,8.094201814564713,2.081147682882614,17.457566806476677,17.84057711421026,,393.63672524492847,364.715056981634,7.627507165178356,0.6744996046217597,0,398.2418176321315,365.0920964940976,0.4381793092148084,2.0,0.9524834494874868,1.0521918789783333,0.986014944091393,-197498.0,-57.21286781328676,2.512706847836468,-3860.179013338328,125141.92492675781,-605181.7351151839,0.02759381898454402,0.43598368731028736,0.28697302273040554,0,0.5214595965587581,1,0,1,0,1,0.49372188695706587,-0.4888943303312021,0.549499751514837,4.085276682795613,4.301004516522866,-0.15433070816790462,-1.4417741074344432,7.801701725015188,,,2,7,2,1,2014,0,0,0,0,1,18.066863697889023,17.457566806476677,17.84057711421026,,normal,,,1,0.0,1.0
2014-02-13,386.2030334472656,386.25468103188376,384.2030357929069,382.1172711766039,382.03963458783034,382.3427616481329,382.56096876378655,0.5205574834231008,1.0692430253364416,1.0897819185506918,0.9520220254690681,0.5458441095532285,0.020321605860940117,-0.13627479500610828,0,0,52.33430832493155,26.25069163144239,56.342531545636376,-30.091839914193987,69.23682375211709,63.701930742912275,47.77618393677459,1.2581812224341888,-0.28562952532720653,1.5438107477613954,0,1.375117866158515,3.4030822615409573,-1.2624880889805512,,75.1269963621635,78.61686828412913,75.1269963621635,78.61686828412913,-24.873003637836508,87.80308152834931,7.388754131260027,1.9131786887605922,8.184681534553132,2.1192690957127645,7.968449496245372,2.063279882894402,18.340080644818414,17.934985301713155,,392.6808765571994,365.17709463420687,7.258294553464835,0.5289489185108451,0,398.48663424571015,365.7479081074976,0.24959812140600418,2.0,2.1919853297702856,2.926904662806349,3.231750169648676,-438000.0,-6.946427911312714,1.62090108399516,-5546.275657924527,-655773.0925292969,-711525.0699986159,0.9471338751032694,0.22026431718061207,0.45154588338037155,0,0.24841282132149023,0,0,0,1,0,-0.7010738557626128,-0.21081332387519192,-1.1865406757615604,1.375117866158515,3.4030822615409573,-1.2624880889805512,-2.13274006187068,7.04593217815391,,,3,7,2,1,2014,0,0,0,0,1,17.286004550375065,18.340080644818414,17.934985301713155,,normal,,,3,-1.0,2.0
2014-02-14,387.5771179199219,386.69549400904657,384.87828020530225,382.6571128907597,382.3359270373586,382.55728812248896,382.73854185253333,0.7012185029459106,1.285747700335227,1.3708340001360009,1.2641988036973917,0.5804589120957049,0.08400619211748062,-0.10519317266194372,0,0,49.12606648915769,27.402483041040536,51.39866762198457,-23.996184580944036,75.75536390004024,72.63946414804585,47.610819701644,1.481626646348161,0.06804587742615999,1.413580768922001,0,0.19981378800346672,2.271829200344566,0.6523474943958218,,77.44167944935884,78.58467918756214,79.18792620955954,79.16676144096238,-22.55832055064116,88.69051548164495,7.821225172091196,2.0179790835090414,8.058930045996505,2.0793100710505765,8.156568188319444,2.1045019974591717,17.248140480850022,17.083048565832108,,393.08549711659856,365.02367036387017,7.403109725210221,0.6074112177218738,0,398.77497298275273,366.5392527987667,0.30525175185050174,2.0,1.9763221749680382,2.9662400827061193,3.4418102713816725,-135014.0,-70.84714171829427,1.681874012452296,-4468.271805090763,416328.35803222656,-679632.5519538412,0.36428399814421597,0.6678427674049293,1.2749737809577102,0,0.7227100034536825,1,0,0,1,0,0.3557932884139081,-0.34777494107434137,0.14422990488127674,0.19981378800346672,2.271829200344566,0.6523474943958218,-1.7845349194562334,7.4267944203638745,,,4,7,2,1,2014,0,1,0,0,1,13.51114769714731,17.248140480850022,17.083048565832108,,normal,,,3,0.0,3.0
2014-02-17,386.6968078613281,386.6959319602583,385.24217025068117,383.05508990454075,382.565975742768,382.7234243264961,382.87518793364745,0.3775904412802067,0.9507034504344869,1.079769864672353,0.9981372646020059,0.5709571296090621,0.1278509310252085,-0.08076057175401274,1,0,46.81829499609878,25.91906398331098,46.62845682175056,-20.70939283843958,63.920780456570576,67.24219419460965,51.17569293449579,1.5736821967962555,0.369325908425032,1.2043562883712235,0,-1.0602041280037722,1.6307316303979524,1.4304165230814903,,71.75919789336034,74.77595790162756,73.86772709727045,76.06088322299782,-28.240802106639663,95.69363174131266,8.318102087991495,2.1510656201161136,8.301235387502999,2.146703882406982,8.440791010052768,2.182793040556903,17.36134512046669,16.68203225706187,,393.74392062015454,364.91058377437673,7.601177262840923,0.5111829895707438,0,399.65756067954675,366.45261912953475,0.21934795164764018,2.0,1.2348302181819035,1.8371552823235586,2.1816499985481936,-345394.0,-25.554064982472358,1.2508139361985728,-4946.111237720055,-185199.63012695312,-769695.163113262,2.2204139204159814,0.09772252052795832,0.9283374368044354,0,2.0385465038088593,1,0,0,0,0,-0.22713158695184532,0.12785358251981016,-0.5741166212835047,-1.0602041280037722,1.6307316303979524,1.4304165230814903,-2.315873311172028,7.182794237385403,,,0,8,2,1,2014,1,0,0,0,1,10.184101799431035,17.36134512046669,16.68203225706187,,normal,,,3,1.0,4.0
2014-02-18,392.0642700195313,388.48537920893943,386.6071439035457,383.9397433581866,383.06034509198264,383.09084106140534,383.18480299839655,1.4115430100140935,2.1160942053777276,2.3505238907949533,2.317280578888692,0.6947445768516358,0.22957173131372688,-0.03247986492158628,0,0,44.85665877125989,24.650309785752466,46.21246950631639,-21.562159720563923,63.07347834727196,70.10349194931058,57.62708656078684,2.0292613574007987,0.7014477228337482,1.3278136345670504,0,1.3036440464929688,4.384338825324985,3.791043883822076,,88.29345292725712,79.16477675665877,89.1674931293243,80.74104881205143,-11.70654707274288,107.50237046929772,8.483719207498691,2.1638593098718384,8.442325166373532,2.1533013365265252,8.532805365823462,2.1763792363426506,16.246147667489723,16.86640773298645,,395.51285175873295,364.57369609282955,8.140955988066125,0.7770733127664388,0,400.8243936909337,367.05509302543953,0.48117825961651856,2.0,1.0423280014374674,1.6166185213597355,2.1019564908234094,-129600.0,-71.1637047163363,2.369585161295455,-1950.8288732929327,1158266.1289672975,-716436.0399313285,1.4499986436631938,0.9833374023437338,0.17777506510417396,1,-0.06108435501356317,0,0,1,0,0,1.388028566330446,1.157744328068544,1.5176567930986984,1.3036440464929688,4.384338825324985,3.791043883822076,-0.959989727960675,8.670522039591495,,,1,8,2,1,2014,0,0,0,0,1,12.542853958610012,16.246147667489723,16.86640773298645,,normal,,,3,1.0,4.0
2014-02-19,392.0642700195313,389.6783433586579,387.6989234294555,384.7351768021864,383.5230457705485,383.43704349492947,383.4770470454842,1.12596304149144,1.9049709148672989,2.227043288056496,2.2393055960474584,0.7703341950437093,0.3160516805978508,0.011995170354706097,0,0,42.4918271968571,27.324279447520674,53.77749113058863,-26.453211683067956,53.80498728507987,69.72179209885148,60.61759882413842,2.3622598252138687,1.033717971170186,1.3285418540436826,0,0.8059430423394742,4.92414472832039,4.467946748121432,,84.76738566140419,81.60667882734055,89.1674931293243,84.06757111863969,-15.232614338595807,101.3397242228442,7.367289743407712,1.879102562199993,7.57125432417454,1.9311258135808615,8.038994016620379,2.05042760367322,15.59682567465766,16.5932572920751,,397.06889511642214,364.69445632400755,8.499867768959291,0.6908286114869471,0,399.87768545053547,369.59266815383734,0.4840078607545628,2.0,0.0,0.0,0.0,-129600.0,-69.71459511147764,2.2281748288027377,-1950.8288732929327,0.0,,0.0,0.0,0.0,0,0.0,0,0,1,0,1,0.0,1.388028566330446,1.157744328068544,0.8059430423394742,4.92414472832039,4.467946748121432,-0.959989727960675,8.670522039591495,,,2,8,2,1,2014,0,0,0,0,1,12.457341016751618,15.59682567465766,16.5932572920751,,normal,,,3,1.0,4.0
2014-02-20,388.5862426757813,389.314309686586,387.87643336293416,385.11121326364974,383.7801080189228,383.63204207728006,383.64142810165777,0.18299882431449532,0.9023443858417357,1.2523146865708545,1.2889156936443324,0.7180315721919239,0.3468406040110006,0.036148316398265656,0,0,40.89411934585856,24.7372893745912,53.30838147668984,-28.57109210209864,54.97961922269941,60.66676278100753,59.70531510566518,2.33291285730445,1.2936244239699581,1.0392884333344918,0,0.6170871334808092,2.0006906750615894,3.7013732628167206,,69.67826402123369,80.91303420329832,79.25349596566765,85.86282740810542,-30.321735978766306,68.87987055579343,7.026837009724626,1.8083082307130207,7.43936737366874,1.914470085827462,8.037971928763763,2.0685168557215965,14.600571956393976,17.013350270518206,,397.8385011015691,365.31181628124347,8.52431928007953,0.4310973604044564,0,399.98994801098723,370.23247851631226,0.23355678228979862,2.0,0.8777131020384165,1.083400906904786,1.5306002734834434,-284852.0,-30.891089877586985,1.1673268418369906,-3328.0793458875787,-539970.701171875,-762368.5179550913,1.195546666137095,0.0,0.649635555020075,0,0.31217240426731896,0,0,0,1,0,-0.8871064286415931,-0.8871064286415931,0.4886088470455574,0.6170871334808092,2.0006906750615894,3.7013732628167206,-1.8385800260112308,7.706498852539897,,,3,8,2,1,2014,0,0,0,0,1,13.311140646714586,14.600571956393976,17.013350270518206,,normal,,,3,1.0,4.0
